K,Error
0,0.7308803748311996
1,0.7077489006275641
2,0.6869166407388752
3,0.6702002996804814
4,0.6541162729047771
5,0.6401335969409038
6,0.6285189218223408
7,0.6180182405059127
8,0.6084994396273936
9,0.5979509237896945
10,0.590162812648771
11,0.582381645462449
12,0.5750269308847797
13,0.5673075868194755
14,0.5608596271220994
15,0.5556791335030944
16,0.5509027003153132
17,0.5462878821762139
18,0.5393321024050399
19,0.5345618990016063
20,0.5301713652968755
21,0.5259668659162404
22,0.5209754107214947
23,0.516975251529868
24,0.5133222882914991
25,0.510727907103081
26,0.50767599792075
27,0.5039420403687218
28,0.49919094881879533
29,0.4954324766970192
30,0.4921863494844533
31,0.4891675682261936
32,0.4865788166249764
33,0.48402003374664415
34,0.48106084233723295
35,0.47748039412707366
36,0.47359249745328164
37,0.47148888578215686
38,0.46928172284300773
39,0.4677963578822742
40,0.46499596708889834
41,0.46363800286197127
42,0.4602527253775036
43,0.45816523285255695
44,0.4555184716799799
45,0.4541925595864703
46,0.45176723209420216
47,0.4503540923799496
48,0.44961490374121105
49,0.44694432252079364
50,0.44527500911606144
51,0.44521560595719045
52,0.4429421338147725
53,0.44075049139522776
54,0.43959966244824794
55,0.4391158245851547
56,0.4369127303817351
57,0.4354644356623736
58,0.4346264035380108
59,0.43335346859907803
60,0.43216877283858274
61,0.4306170976181119
62,0.42939147243371684
63,0.4296924411399444
64,0.42893064354677324
65,0.42640590447183024
66,0.4248045162925609
67,0.4241775124707309
68,0.42272847173599204
69,0.42213795479001437
70,0.4222708302981036
71,0.42121026207532525
72,0.42031053847507654
73,0.41906426897156407
74,0.4181681362454349
75,0.4171572802862607
76,0.4165730997971959
77,0.4155530451861167
78,0.4151568877504246
79,0.4135255061931608
80,0.41309603664644745
81,0.41345426771902954
82,0.41396421834193403
83,0.41314983175882314
84,0.41334123687444707
85,0.41189969554910744
86,0.41096660731190704
87,0.4107895765080492
88,0.4092111583851881
89,0.40887075605272577
90,0.4081554508974507
91,0.4066341648423725
92,0.40657615966130545
93,0.40627361624743796
94,0.40927681911820024
95,0.4088182925842153
96,0.40907292768580084
97,0.40670756494946564
98,0.4051303591708019
99,0.40488952668926764
100,0.40488055299256265
101,0.4063257430762886
102,0.4076709209714254
103,0.40380999271557216
104,0.40272164313410314
105,0.40229994818426396
106,0.40252629362723485
107,0.4020120075826994
108,0.4027537327953728
109,0.4029431939291658
110,0.40103140723847497
111,0.4007596402660699
112,0.4002404495496598
113,0.40200211975415423
114,0.40245829019687934
115,0.4007214241732949
116,0.39989588463135184
117,0.3986633425006628
118,0.4004236802828281
119,0.40092314819914854
120,0.3985217203173428
121,0.3997921133923302
122,0.40067958497599626
123,0.4010522251144648
124,0.3986689946867313
125,0.39749774957497186
126,0.3978418258071166
127,0.3994694204910345
128,0.39888233160054476
129,0.3986025255770841
130,0.3998804708563902
131,0.3995415693442497
132,0.39790509271565727
133,0.3960114738258963
134,0.39813106487971817
135,0.39823975041332027
136,0.3957734992167053
137,0.3962642774687822
138,0.39504579956809743
139,0.39581339256625664
140,0.3979720576815895
141,0.3949170740861732
142,0.3976049326020868
143,0.3963775415539482
144,0.3928998290758228
145,0.3931782590451073
146,0.39611157303298183
147,0.39566246153826606
148,0.39387311537312014
149,0.39256783645383203
150,0.39244145821980214
151,0.39404902771951195
152,0.3936750009151269
153,0.392103167552674
154,0.39187565066530167
155,0.39165518449403763
156,0.3916238851211371
157,0.3940284707017671
158,0.39409594559721667
159,0.39223297904078974
160,0.39049002414744194
161,0.3896430840110296
162,0.38909517122833404
163,0.38942584261359287
164,0.3895881225657741
165,0.3896402452282934
166,0.38852936238296093
167,0.38768796071707257
168,0.38886457808143915
169,0.3887590849205629
170,0.3877260945082602
171,0.38854699495234435
172,0.39127559393790684
173,0.39309882085890363
174,0.38983800146164754
175,0.3882744501411367
176,0.3879317334769821
177,0.38962000848058786
178,0.38747458213419295
179,0.3872172207604827
180,0.38655203018390233
181,0.3862441631240646
182,0.38533499821830425
183,0.38565114130978045
184,0.38599457179965163
185,0.3881073639975702
186,0.388999262990686
187,0.38787003669567205
188,0.38872914581340373
189,0.38847017418670265
190,0.38674882496276464
191,0.384748623308032
192,0.38445289325214393
193,0.384310890778064
194,0.383484019628784
195,0.38309140116255697
196,0.382702474977348
197,0.38418878559331054
198,0.38318751549956515
199,0.3840002921186106
200,0.38513116675059295
201,0.38389689885885186
202,0.38293877641413715
203,0.38272155669985963
204,0.3822901924300097
205,0.38348025225681304
206,0.38798205888798165
207,0.38893285908794994
208,0.3863797618782714
209,0.3863960970634291
210,0.38958996417580427
211,0.38494214235744234
212,0.3820230839440476
213,0.38276418710439036
214,0.38209765111497346
215,0.3818006096263717
216,0.3814513877977053
217,0.38151709753847085
218,0.3816057219373085
219,0.38151953857782467
220,0.3813838467691599
221,0.3812339842479343
222,0.38119995653862865
223,0.38121214830215217
224,0.38107029079698074
225,0.38097022118629875
226,0.3808641712044218
227,0.38078811408933405
228,0.38090400411491415
229,0.38080179268644204
230,0.3807071375285265
231,0.38111594174967145
232,0.3811588905297247
233,0.38108235864718787
234,0.3816504438305833
235,0.38195851049730967
236,0.38160134393142586
237,0.38146192476564816
238,0.38119827577974685
239,0.38098432910107655
240,0.38049205142576187
241,0.3802376933573863
242,0.3800510439212334
243,0.37996807947869227
244,0.38006504969086174
245,0.38017050900357785
246,0.3799616438684733
247,0.379950889191127
248,0.37992302546059636
